[RUN] passes=5 max_updates=120 delay_ms=1100
[RUN] pass 1/5 started...
Loading provinces/districts...
Loading POIs...
POI loaded: 27008
Mismatch candidates: 989
[1] St. Simon Manastırı | Hatay: - -> Defne
[32] Melid Hotel | Malatya: - -> Yeşilyurt
[33] Dudayev Parkı ve Piknik Alanı | Kocaeli: - -> Darıca
[34] Beşoluk Canlı Alabalık Restoran | Denizli: - -> Acıpayam
[35] İnciburnu Feneri | İstanbul: - -> Kadıköy
[36] Yeniköy Kaşıbeyaz Bosphorus | İstanbul: - -> Sarıyer
[37] The Green Park Hotel Gaziantep | Gaziantep: - -> Şehitkamil
[38] Decathlon | Ankara: - -> Çankaya
[39] Korsan Koyu | Antalya: - -> Kumluca
[40] Kyaneai Ören Yeri | Antalya: - -> Demre
[41] Uyuyan Dev, Kaş | Antalya: - -> Kaş
[42] Artukbey kahve İDİL | Şırnak: - -> İdil
[43] İdil Parkı | Şırnak: - -> İdil
[44] A Ğ L A Y A N H I L B E Ş K P R . | Tunceli: - -> Pülümür
[45] Garden Terrace Otel | Burdur: - -> Gölhisar
[46] Konya Arkeoloji Müzesi | Konya: - -> Meram
[47] Kayadibi Saklı Bahçe Restoran | Trabzon: - -> Maçka
[48] Şahinbey Belediyesi Mesire Alanı | Gaziantep: - -> Şahinbey
[49] Workinn Hotel | Kocaeli: - -> Çayırova
[50] Kekova Tekne Turu Mutlu Kaptan | Kaşta Tekne Turu | Antalyada Tekne Turu | Demrede Tekne Turu | Kekova Özel Tekne Turu | Antalya: - -> Demre
[51] Lavandula Hotel | İstanbul: - -> Kağıthane
[52] Kale (Hala) Köprüsü | Rize: - -> Çamlıhemşin
[53] Misis Köprüsü | Adana: - -> Yüreğir
[54] Zirve Et & Mangal | Niğde: - -> Çamardı
[55] Beyazpark Kafe | İstanbul: - -> Sarıyer
[56] Presa Di Finica Hotel | Antalya: - -> Finike
[57] Akliman | Çanakkale: - -> Ayvacık
[58] Öğretmenin Yeri Restaurant | Çanakkale: - -> Ayvacık
[59] Çakırlar Korusu | Samsun: - -> Atakum
[60] TOROSLAR AKPINAR ALABALIK RESTORANT | Niğde: - -> Çamardı
[61] SARIKAYA MAĞARASI | Düzce: - -> Yığılca
[62] Erimtan Arkeoloji ve Sanat Müzesi | Ankara: - -> Altındağ
[63] Hikmet Şahin Kültür Parkı | Bursa: - -> İnegöl
[64] Deniz Nadide DURU BREAKFAST Moda | İstanbul: - -> Kadıköy
[65] Atatürk Parkı | Kahramanmaraş: - -> Pazarcık
[66] Piazza AVM Samsun | Samsun: - -> İlkadım
[67] Wind of Lara Hotel & Spa | Antalya: - -> Aksu
[68] SU Yatçılık / SU Yachts | Tekne Kiralama | Bosphorus Cruise | Yat Kiralama | Istanbul Boat Rental | İstanbul: - -> Beşiktaş
[69] Ramada By Wyndham Sakarya | Sakarya: - -> Adapazarı
[70] Banehane Parkı | Şırnak: - -> Cizre
[71] Kilyos sahil | İstanbul: - -> Sarıyer
[72] Balıkçı Hikmet usta | Kahramanmaraş: - -> Pazarcık
[73] Bysteak Steakhouse | İstanbul: - -> Sarıyer
[74] İznik Türk İslam Eserleri Müzesi | Bursa: - -> İznik
[75] Hapsiyaş Köprüsü | Trabzon: - -> Of
[76] Gülbahçe Sahil | İzmir: - -> Urla
[77] Değirmenboğazı Tabiat Parkı | Balıkesir: - -> Altıeylül
[78] Gafulluk Tatil Köyü | Trabzon: - -> Araklı
[79] KİĞI CEVİZLİ KONAK | Bingöl: - -> Kiğı
[80] Seher Bungalov Kamp | Çanakkale: - -> Ayvacık
[81] Park Inn by Radisson Izmir | İzmir: - -> Konak
[82] Bilal Baba Türbesi | Gaziantep: - -> Nurdağı
[83] Eski Baraj Parkı | Adana: - -> Seyhan
[84] Acıpayam Yaylası | Denizli: - -> Acıpayam
[85] Decathlon ÖzdilekPark AVM | İstanbul: - -> Şişli
[86] Kafe Meram Hocafakıh | Konya: - -> Meram
[87] Kırmızı Köprü | Manisa: - -> Şehzadeler
[88] Cafe Jêle | İstanbul: - -> Kadıköy
[89] Somerset Maslak Istanbul | İstanbul: - -> Sarıyer
[90] Obam Termal Resort Otel & Spa | Balıkesir: - -> Sındırgı
[91] samimi urla | İzmir: - -> Urla
[92] Kazak Gölü Mesire Alanı | Tekirdağ: - -> Kapaklı
[93] hich hotel Konya | Konya: - -> Karatay
[94] Altınözü Cam Teras | Hatay: - -> Altınözü
[95] My Chef | İstanbul: - -> Kadıköy
[96] Kanireş Alabalık Tesisleri | Bingöl: - -> Karlıova
[97] Funtastic Aquariums İzmir | İzmir: - -> Bayraklı
[98] Sünberoğulları Dinlenme Tesisi | Hatay: - -> Kırıkhan
[99] Korugöl Tabiat Parkı | Düzce: - -> Kaynaşlı
[100] Sarıkamış allahuekber dağları | Kars: - -> Sarıkamış
[101] Konya Tropikal Kelebek Bahçesi | Konya: - -> Selçuklu
[102] Göztepe 60. Yıl Parkı | İstanbul: - -> Kadıköy
[103] Kekova Adası | Antalya: - -> Demre
[104] Kazdağı Müzesi | Balıkesir: - -> Edremit
[105] Mamure Kalesi | Mersin: - -> Anamur
[106] Zîyareta Gundê Kîwexê | Şırnak: - -> İdil
[107] Çağıllı Plajı | Antalya: - -> Demre
[108] Defne Bungalov | Çanakkale: - -> Ayvacık
[109] Pintura Urla Otel & Sanat Galerisi | İzmir: - -> Urla
[110] Kurtuluş Parkı | Van: - -> İpekyolu
[111] Dor Mabedi, Çevlik | Hatay: - -> Samandağ
[112] Roof 264 Hotel and Suites | Sakarya: - -> Serdivan
[113] Akdeniz Kent Parkı | Antalya: - -> Konyaaltı
[114] Aladağlar Camping Bungalow Climber’s House | Niğde: - -> Çamardı
[115] Arzu Lokantası | Adana: - -> Pozantı
[116] Müjgan Yeldeğirmeni | İstanbul: - -> Kadıköy
[117] Aydıntepe Yaylası | Bayburt: - -> Aydıntepe
[118] Kaymak Tepesi | Çanakkale: - -> Ayvacık
[119] Küp Saklı Bahçe Kadıköy | İstanbul: - -> Kadıköy
[120] Taurus Guest House | Niğde: - -> Çamardı
Done. checked=301, updated=120, dry_run=false, max_updates=120
[RUN] pass 4/5 finished
[RUN] pass 5/5 started...
Loading provinces/districts...
Loading POIs...
POI loaded: 27008
Mismatch candidates: 509
[1] Paradise Island Hotel | Kocaeli: - -> Darıca
[2] Waxwing Hotel | Hatay: - -> Antakya
[3] Rafine Moda - Fine Cuisine | İstanbul: - -> Kadıköy
[4] İskenderun Deniz Müzesi | Hatay: - -> İskenderun
[5] Barış Manço Evi (çevre) | İstanbul: - -> Kadıköy
[6] Van Kalesi | Van: - -> İpekyolu
[7] Halk Etliekmek Konya | Konya: - -> Karatay
[8] Seyyid Harun Veli Külliyesi | Konya: - -> Seydişehir
[9] Juliopolis Nekropol | Ankara: - -> Nallıhan
[10] Dinner Cruise Bosphorus & Turkish Night Show - Private Yacht Tour | İstanbul: - -> Fatih
[11] Likya Yolu | Antalya: - -> Kemer
[12] Only Breakfast | İstanbul: - -> Sarıyer
[13] Nüzhetiye Şelalesi Trekking Parkuru | Kocaeli: - -> Gölcük
[14] Kadim Restaurant | Bursa: - -> Nilüfer
[15] Dalyan Marina | Çanakkale: - -> Ezine
[16] Küçükkuyu Halk Plajı | Çanakkale: - -> Ayvacık
[17] Gizli Cennet | Karabük: - -> Safranbolu
[18] Çağdaş Cafe Pastane | Tunceli: - -> Ovacık
[19] White Park Otel | Kars: - -> Sarıkamış
[20] Turtle Beach | Muğla: - -> Köyceğiz
[21] Assos Çaça Camping Bungalov | Çanakkale: - -> Ayvacık
[22] Sucukçu Atilla | Düzce: - -> Kaynaşlı
[23] Toptepe Seyir Terası | Düzce: - -> Gölyaka
[24] Simena Örenyeri | Antalya: - -> Demre
[25] Abdullah Yaylası Tabiat Parkı | Çorum: - -> Kargı
[26] Altınözü | Hatay: - -> Altınözü
[27] Decathlon Kayseri Park | Kayseri: - -> Melikgazi
[28] DoğadaKal | Rize: - -> Ardeşen
[29] Kumcağız Halk Plajı | Kocaeli: - -> Kandıra
[30] Altın Bilge Saray | Kütahya: - -> Tavşanlı
[31] Selçuk Bey Mangal Evi | Afyonkarahisar: - -> Sinanpaşa
[32] SİMON AQUA PARK OTEL | Hatay: - -> Samandağ
[33] Grand BTC Beach Hotel - Yumurtalık | Adana: - -> Yumurtalık
[34] O3 Oksijen Dilovası | Kocaeli: - -> Dilovası
[35] Decathlon Çorlu | Tekirdağ: - -> Çorlu
[36] Sofra Han | İstanbul: - -> Kadıköy
[37] ASSOS HİLAL BUTİK OTEL CAFE RESTAURANT | Çanakkale: - -> Ayvacık
[38] Cehennem Deresi | Şırnak: - -> İdil
[39] EFE BEACH & CAMPİNG | Çanakkale: - -> Ayvacık
[40] Tavşancıl Sahil Parkı | Kocaeli: - -> Dilovası
[41] PePe | İzmir: - -> Urla
[42] Tophane Saat Kulesi | Bursa: - -> Osmangazi
[43] Verçenik Lokantası | Ankara: - -> Gölbaşı
[44] İstinye Park çevresi | İstanbul: - -> Sarıyer
[45] Alinin Yeri Et Ve Canlı Alabalık | Niğde: - -> Çamardı
[46] Kızlarağası Hanı | İzmir: - -> Konak
[47] Özsarı At Çiftliği At Binim Merkezi Kahvaltı ve Restaurant | Konya: - -> Ereğli
[48] Oylat Mağarası | Bursa: - -> İnegöl
[49] Küçükkuyu Tur | Çanakkale: - -> Ayvacık
[50] Duru Beach Camping | Çanakkale: - -> Ayvacık
[51] Çalakașık Kadiköy | İstanbul: - -> Kadıköy
[52] Coffee Chefs Lounge | Yalova: - -> Altınova
[53] Assos Troy Beach Hotel | Çanakkale: - -> Ayvacık
[54] Ali Baba Restaurant Kadıköy | İstanbul: - -> Kadıköy
[55] Mona Urla | İzmir: - -> Urla
[56] Sultan Konağı Otel | Mardin: - -> Artuklu
[57] Kefken plajı | Kocaeli: - -> Kandıra
[58] Sarısu Mesire Alanı | Antalya: - -> Konyaaltı
[59] Saydam Otel | Adana: - -> Seyhan
[60] Sarpino Mountain Hotel | Kars: - -> Sarıkamış
[61] New Park Hotel | Ankara: - -> Çankaya
[62] Belek Beach Resort Hotel | Antalya: - -> Serik
[63] GÜRKAN ET RESTAURANT / SERDİVAN / SAKARYA | Sakarya: - -> Serdivan
[64] Fakıllı Mağarası | Düzce: - -> Akçakoca
[65] Hisart Canlı Tarih Müzesi | İstanbul: - -> Kağıthane
[66] Kurşunlu Şelalesi Tabiat Parkı | Antalya: - -> Aksu
[67] Boat Trips by Captain Ergun | Kekova Tekne Turu | Kaş Tekne Turu | Кекова прогулка на лодке | Tekne Kiralama | Antalya: - -> Kaş
[68] Rumeli Hisarı | İstanbul: - -> Sarıyer
[69] Aizanoi Antik Kenti | Kütahya: - -> Çavdarhisar
[70] Gilindire Mağarası | Mersin: - -> Aydıncık
[71] Viyana Kahvesi Kadıköy | İstanbul: - -> Kadıköy
[72] Berweuli Ala Carte Cafe Restaurant | Trabzon: - -> Ortahisar
[73] Yerkesik Yaylası | Muğla: - -> Yatağan
[74] Broyt Hotel | İstanbul: - -> Kadıköy
[75] Radisson Blu Hotel, Kayseri | Kayseri: - -> Melikgazi
[76] Tarabya sahili | İstanbul: - -> Sarıyer
[77] Musa Ağacı | Hatay: - -> Samandağ
[78] Çayağzı Plajı | Antalya: - -> Demre
[79] The Gate Kadıköy Downtown | İstanbul: - -> Kadıköy
[80] HASBİ HAN ET STEAK HOUSE | Malatya: - -> Battalgazi
[81] Pasaport Pizza Nallıhan Ankara | Ankara: - -> Nallıhan
[82] Eskihisar Sahil Ve Kale | Kocaeli: - -> Gebze
[83] Ahlatlıbel Atatürk Parkı | Ankara: - -> Çankaya
[84] Beypazarı Kent Tarihi Müzesi | Ankara: - -> Beypazarı
[85] MEŞHUR BALIKÇI MİTHAT | Ankara: - -> Nallıhan
[86] ATATÜRK ANITI | Hatay: - -> İskenderun
[87] Kadikoy Ferry Station | İstanbul: - -> Kadıköy
[88] Konya Ereğli'de Yemek Yenecek Yerler - SAMET ET DİNLENME TESİSLERİ | Konya: - -> Ereğli
[89] Aydıncık Sahili | Mersin: - -> Aydıncık
[90] Tirebolu Uzunkum Plajı | Giresun: - -> Tirebolu
[91] Ziyade | İzmir: - -> Bayraklı
[92] İvriz Kaya Anıtı | Konya: - -> Halkapınar
[93] Kuğulu Park Mesire Yeri | Konya: - -> Seydişehir
[94] Poyrazlar Gölü Tabiat Parkı | Sakarya: - -> Adapazarı
[95] Kayseri Bilim Merkezi | Kayseri: - -> Kocasinan
[96] Yesemek Açık Hava Müzesi | Gaziantep: - -> İslahiye
[97] Bagirganli Plaji | Kocaeli: - -> Kandıra
[98] Kalamış Atatürk Parkı | İstanbul: - -> Kadıköy
[99] Altınözü Ters Altın Konak | Hatay: - -> Altınözü
[100] KEKOVA DEMRE ÖZEL TEKNE TURU AKKAYA BOAT GOKHAN KAPTAN Kekova: Private Boat Tour Кекова: частный тур на лодке | Antalya: - -> Demre
[101] Bacım Sultan Türbesi | Ankara: - -> Nallıhan
[102] Hamlakit Göl | Ankara: - -> Gölbaşı
[103] Hoşap Kalesi | Van: - -> Gürpınar
[104] Tarihi Maçka Köprüsü | Trabzon: - -> Maçka
[105] Çakır Kahvaltı Evi | Çanakkale: - -> Ayvacık
[106] Ramada by Wyndham Rize Fındıklı | Rize: - -> Fındıklı
[107] Bölüklü Yaylası | Zonguldak: - -> Devrek
[108] Kocaeli Kent Ormanı | Kocaeli: - -> İzmit
[109] DENİZ YILDIZI RESTAURANT | İstanbul: - -> Kadıköy
[110] Açelya Gözleme Evi | Burdur: - -> Çavdır
[111] Sivrice Plajı | Çanakkale: - -> Ayvacık
[112] Ayvacık Kahvaltı Dünyası | Çanakkale: - -> Ayvacık
[113] Sütüven Şelalesi | Balıkesir: - -> Edremit
[114] Choco Port Kadıköy | İstanbul: - -> Kadıköy
[115] Zeus Altarı | Çanakkale: - -> Ayvacık
[116] Cumalıkızık Köyü | Bursa: - -> Yıldırım
[117] Bayazit Otel | Hatay: - -> İskenderun
[118] Yıldız Sarayı | İstanbul: - -> Beşiktaş
[119] Yazganlar Balıkçılık | Zonguldak: - -> Alaplı
[120] Anemon Mardin Otel | Mardin: - -> Kızıltepe
Done. checked=337, updated=120, dry_run=false, max_updates=120
[RUN] pass 5/5 finished
